x,y,red,green,blue,hexvalue,h,s,v,luminance,hue_group,shade,name
17,1,0.9372549019607843,0.9215686274509803,0.9137254901960784,#EFEBE9,20,0.02510460251046025,0.9372549019607843,0.9254117647058824,brown,50,brown-50
17,2,0.8431372549019608,0.8,0.7843137254901961,#D7CCC8,16,0.06976744186046512,0.8431372549019608,0.8112156862745098,brown,100,brown-100
17,3,0.7372549019607844,0.6666666666666666,0.6431372549019608,#BCAAA4,15,0.1276595744680851,0.7372549019607844,0.6852549019607843,brown,200,brown-200
17,4,0.6313725490196078,0.5333333333333333,0.4980392156862745,#A1887F,15.882352941176471,0.2111801242236025,0.6313725490196078,0.5588627450980392,brown,300,brown-300
17,5,0.5529411764705883,0.43137254901960786,0.38823529411764707,#8D6E63,15.714285714285715,0.2978723404255319,0.5529411764705883,0.46309803921568626,brown,400,brown-400
17,6,0.4745098039215686,0.3333333333333333,0.2823529411764706,#795548,15.918367346938776,0.4049586776859504,0.4745098039215686,0.370078431372549,brown,500,brown-500
17,7,0.42745098039215684,0.2980392156862745,0.2549019607843137,#6D4C41,15,0.4036697247706422,0.42745098039215684,0.33211764705882346,brown,600,brown-600
17,8,0.36470588235294116,0.25098039215686274,0.21568627450980393,#5D4037,14.210526315789473,0.40860215053763443,0.36470588235294116,0.2812156862745098,brown,700,brown-700
17,9,0.3058823529411765,0.20392156862745098,0.1803921568627451,#4E342E,11.25,0.41025641025641024,0.3058823529411765,0.23192156862745097,brown,800,brown-800
17,10,0.24313725490196078,0.15294117647058825,0.13725490196078433,#3E2723,8.88888888888889,0.43548387096774194,0.24313725490196078,0.1782745098039216,brown,900,brown-900
18,1,0.9803921568627451,0.9803921568627451,0.9803921568627451,#FAFAFA,0,0,0.9803921568627451,0.980392156862745,grey,50,grey-50
18,2,0.9607843137254902,0.9607843137254902,0.9607843137254902,#F5F5F5,0,0,0.9607843137254902,0.9607843137254902,grey,100,grey-100
18,3,0.9333333333333333,0.9333333333333333,0.9333333333333333,#EEEEEE,0,0,0.9333333333333333,0.9333333333333333,grey,200,grey-200
18,4,0.8784313725490196,0.8784313725490196,0.8784313725490196,#E0E0E0,0,0,0.8784313725490196,0.8784313725490196,grey,300,grey-300
18,5,0.7411764705882353,0.7411764705882353,0.7411764705882353,#BDBDBD,0,0,0.7411764705882353,0.7411764705882353,grey,400,grey-400
18,6,0.6196078431372549,0.6196078431372549,0.6196078431372549,#9E9E9E,0,0,0.6196078431372549,0.6196078431372549,grey,500,grey-500
18,7,0.4588235294117647,0.4588235294117647,0.4588235294117647,#757575,0,0,0.4588235294117647,0.45882352941176463,grey,600,grey-600
18,8,0.3803921568627451,0.3803921568627451,0.3803921568627451,#616161,0,0,0.3803921568627451,0.3803921568627451,grey,700,grey-700
18,9,0.25882352941176473,0.25882352941176473,0.25882352941176473,#424242,0,0,0.25882352941176473,0.25882352941176473,grey,800,grey-800
