x,y,red,green,blue,hexvalue,h,s,v,luminance,hue_group,shade,name
18,10,0.12941176470588237,0.12941176470588237,0.12941176470588237,#212121,0,0,0.12941176470588237,0.12941176470588237,grey,900,grey-900
19,1,0.9254901960784314,0.9372549019607843,0.9450980392156862,#ECEFF1,204,0.02074688796680498,0.9450980392156862,0.9345882352941176,blue grey,50,blue grey-50
19,2,0.8117647058823529,0.8470588235294118,0.8627450980392157,#CFD8DC,198.46153846153845,0.05909090909090909,0.8627450980392157,0.8381960784313724,blue grey,100,blue grey-100
19,3,0.6901960784313725,0.7450980392156863,0.7725490196078432,#B0BEC5,200,0.1065989847715736,0.7725490196078432,0.7316470588235293,blue grey,200,blue grey-200
19,4,0.5647058823529412,0.6431372549019608,0.6823529411764706,#90A4AE,200,0.1724137931034483,0.6823529411764706,0.623921568627451,blue grey,300,blue grey-300
19,5,0.47058823529411764,0.5647058823529412,0.611764705882353,#78909C,200,0.23076923076923078,0.611764705882353,0.5416470588235294,blue grey,400,blue grey-400
19,6,0.3764705882352941,0.49019607843137253,0.5450980392156862,#607D8B,199.53488372093025,0.30935251798561153,0.5450980392156862,0.46211764705882347,blue grey,500,blue grey-500
19,7,0.32941176470588235,0.43137254901960786,0.47843137254901963,#546E7A,198.94736842105263,0.3114754098360656,0.47843137254901963,0.4059607843137255,blue grey,600,blue grey-600
19,8,0.27058823529411763,0.35294117647058826,0.39215686274509803,#455A64,199.35483870967744,0.31,0.39215686274509803,0.33254901960784317,blue grey,700,blue grey-700
19,9,0.21568627450980393,0.2784313725490196,0.30980392156862746,#37474F,200,0.3037974683544304,0.30980392156862746,0.26305882352941173,blue grey,800,blue grey-800
19,10,0.14901960784313725,0.19607843137254902,0.2196078431372549,#263238,200,0.32142857142857145,0.2196078431372549,0.18454901960784312,blue grey,900,blue grey-900
