"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,28,"BOL","Bolivia",32,"BOL","Bolivia","BOLIVIA","Bolivia","Bolivia",NA,NA,NA,"Bolivie ","Bolivia ","<U+0411><U+043E><U+043B><U+0438><U+0432><U+0438><U+044F> ","<U+0628><U+0648><U+0644><U+064A><U+0641><U+064A><U+0627>","<U+73BB><U+5229><U+7EF4><U+4E9A> ",NA,NA,"Bolivia","BO",NA,"BL",68,"~1950","Present",8328685,1090353,7.63852165307932,"South America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Lower middle income","Moderately indebted","HIPC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA
